ROI	structure	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
1036		66.37813	211.9393	342.8205	159.9074	168.1112	250.2476	196.764	238.4435	197.1259	260.5564	184.2933	202.3957	214.9645	203.7581	243.5856	324.0887	119.8951	91.38713	201.6461	126.4762	276.2149	217.9695	170.7513	99.11875	179.2026	147.428	210.1921	199.5373	119.2425	174.8075	138.7596	79.67042	143.4932	157.0252	171.9758	174.6863	146.7117	188.9749	240.5871	273.0359	176.6614	215.3693	219.0227	225.1167	184.2189	95.77751	57.58926	102.8496	276.2411	348.9363	267.0843	224.4694	71.9328
1037		62.46788	202.4868	191.1712	199.9836	170.5918	273.6623	129.294	271.1179	215.53	246.1513	210.8557	203.5737	209.7358	163.6165	248.3418	294.5678	154.4573	126.7739	225.4794	146.207	227.9142	215.5576	175.5317	100.7225	212.988	172.8009	192.1729	203.2221	100.3497	193.9687	171.9458	89.58043	150.5867	158.6241	185.7601	152.5846	159.8342	193.9712	236.0686	241.6916	202.2657	191.4892	181.6604	206.0003	212.9843	76.81546	48.6339	101.9386	263.8943	350.396	294.0393	238.4429	63.73804
1038		90.28761	251.6232	289.3236	192.2989	170.4603	277.8365	183.8203	257.9495	174.0639	259.8499	180.1673	213.38	224.8235	233.2562	236.7382	290.3709	140.2526	108.5189	186.4669	133.5775	206.8795	185.7119	177.7155	87.30896	161.9316	178.8408	182.8262	190.8714	112.7873	177.6065	136.3834	74.17944	160.6483	175.0993	159.7629	173.6368	89.45997	199.784	233.4557	235.6127	178.3091	210.403	217.2518	224.2215	185.17	72.81282	73.54015	125.0656	305.6678	340.2326	266.2377	237.0751	95.6739
1039		82.70609	253.8356	165.1171	242.2067	171.5014	233.3272	151.8945	239.3699	224.7305	226.3443	246.8939	153.4599	253.7292	191.8565	243.1138	345.8237	188.2413	187.5946	216.8913	136.4128	141.9214	245.8089	191.5855	93.62917	217.1733	143.749	199.3674	188.4876	133.9168	199.7339	147.1217	123.9602	146.0528	145.4596	167.0293	144.0705	137.6378	167.062	217.5513	220.3442	158.7825	215.9777	232.5866	228.6561	227.1287	69.78651	61.90073	105.7245	303.3092	352.8221	267.032	232.8996	74.30565
1040		81.69673	279.4824	176.9239	234.7878	212.1148	213.0027	162.4313	268.8293	252.7832	230.6635	256.7104	184.7876	235.3169	163.0607	257.1812	338.616	202.729	191.2922	195.7868	164.6661	189.0591	276.5103	181.4786	119.6845	209.9679	173.7945	194.0193	196.2063	136.5504	221.6645	150.4965	111.5364	158.4441	160.0181	188.6627	150.1162	135.7314	214.472	232.7341	231.1797	198.9975	235.8307	235.6434	230.8294	213.7071	83.91286	46.55603	145.7668	297.5407	367.9658	292.5798	251.2086	72.14783
1041		NaN	369.815	156.3796	221.5493	265.8344	292.8942	137.6128	163.9939	290.1313	220.4419	136.8045	327.0047	237.321	264.6031	243.1053	286.3916	104.4444	177.5413	160.6186	197.0283	187.174	155.0332	142.2757	77.72322	148.4551	157.7837	126.6321	174.3107	76.70634	166.8828	141.8379	83.32177	151.8807	147.2719	147.3712	139.3776	117.8226	172.4728	210.9314	175.8364	177.6382	152.2539	198.0105	NaN	161.6195	104.6017	NaN	83.08654	331.7913	463.1039	261.5511	232.9483	124.7373
1042		96.45487	236.335	230.609	256.4407	178.5545	262.7826	188.7122	202.4939	278.5541	245.3883	165.5601	155.428	199.8419	152.8798	206.8585	196.1188	163.1833	160.6115	182.544	193.8521	211.3021	250.8831	184.809	164.4948	178.9386	193.8507	181.0778	177.2874	99.6887	172.5853	154.2338	91.1712	167.21	179.0029	215.5471	154.0183	200.1623	207.1383	228.5705	184.9489	238.5859	154.3806	206.9127	195.8132	201.5002	109.2724	102.4971	76.55137	224.9462	284.9116	254.6453	277.3359	105.0394
1043		69.8685	180.2521	268.4051	263.3546	116.5692	150.1258	189.1468	155.4911	154.7697	181.1236	144.9519	122.0602	102.0937	138.2926	175.8008	181.2327	106.9701	188.5252	97.17794	159.0192	171.3105	155.5473	184.5231	99.52067	154.0326	192.3874	131.5031	157.4594	42.84476	159.5231	141.1737	60.51438	138.8632	146.5652	159.1326	139.9614	165.5221	166.2951	169.4164	135.3607	303.4125	179.5326	186.1585	122.7204	159.8149	84.10078	127.3891	132.7587	104.7255	315.8846	220.1826	315.3016	119.309
1044		105.753	207.7975	233.4496	229.7631	59.9706	215.8472	126.2107	189.0863	243.8885	228.9241	89.94503	133.5966	167.4137	157.8723	180.0194	184.2842	174.9454	171.9479	124.885	216.6832	164.0697	169.2663	167.562	110.0466	159.2728	223.8767	153.4952	247.5342	58.62074	158.2068	164.4035	48.14158	148.8233	156.9534	173.689	160.7587	152.2188	162.091	176.9757	190.7197	265.2368	136.2082	174.2787	142.124	190.386	101.1954	105.1203	155.5677	166.9183	281.2796	258.7809	287.081	106.7005
1045		99.40574	297.4106	292.7067	284.1415	105.1597	267.8874	157.514	184.4828	165.4862	146.1009	80.28047	118.0207	221.7952	155.2012	143.5252	103.0943	156.6227	138.1478	87.41763	238.8105	172.0259	175.0659	189.138	269.347	173.2512	209.3275	138.3428	168.2725	85.95673	120.2898	151.3113	110.5574	188.0855	177.505	181.7864	125.554	168.3002	112.0911	237.7731	158.2082	363.0173	166.3925	223.2156	146.3936	174.0574	154.7839	141.8324	90.41534	265.0548	336.726	196.4435	222.8466	123.6507
1046		67.75297	271.4736	242.041	254.5122	101.6793	191.1347	164.7999	163.7236	125.5131	159.3747	135.8302	135.3429	157.9659	162.3139	178.5778	148.7915	107.4275	137.4566	104.2152	157.6442	169.9045	189.9955	196.7415	199.0112	139.4389	199.9435	136.6178	146.1549	68.2115	153.5001	122.3976	102.5747	210.077	150.3666	190.0687	129.5958	163.1646	163.7712	179.6208	154.2761	282.2092	212.3899	179.5228	110.5835	127.2595	130.6549	127.054	100.8026	194.5097	299.9379	242.6588	230.1671	139.95
1047		71.26989	257.3523	322.725	225.3561	366.2643	288.4929	212.8913	243.9865	160.3719	205.9628	145.1155	131.2872	217.9029	173.1672	325.6095	174.6163	145.3323	154.2416	63.26647	163.6592	122.4983	100.3003	132.5018	92.5581	154.9495	196.3057	126.1894	131.6508	73.28919	114.8387	133.7913	108.6177	130.4521	158.4913	176.3311	122.3178	135.604	214.5736	216.5205	172.8247	139.7195	221.9741	138.84	107.0452	171.4808	66.80365	111.5155	298.0471	384.3413	349.8125	353.301	272.0908	211.3414
1048		92.21015	62.31888	260.733	NaN	88.06456	NaN	NaN	NaN	NaN	179.2242	NaN	NaN	NaN	NaN	NaN	198.3162	101.5872	NaN	220.5937	NaN	NaN	NaN	NaN	NaN	NaN	140.2422	NaN	128.0652	11.4089	117.9172	NaN	75.52072	132.8194	176.1726	227.9469	NaN	NaN	200.3452	NaN	174.8243	168.8098	NaN	239.4426	NaN	NaN	NaN	NaN	NaN	NaN	651.3528	NaN	285.9945	200.4231
1049		76.36558	99.5944	173.4365	194.4637	93.39665	194.1113	113.1777	312.4709	189.5199	204.3282	187.2074	111.9899	64.89942	178.7536	138.4437	192.918	107.7956	112.9208	79.30115	135.2064	128.8435	132.9084	212.426	146.0107	122.6554	171.4576	175.3428	154.8788	82.14751	116.6727	120.3986	109.4043	141.5244	123.7388	112.1866	91.948	127.5235	137.8179	162.9992	139.4377	144.2464	224.2033	190.7906	302.1758	137.0356	228.2314	173.3742	121.9908	100.3723	118.7489	219.9476	164.4135	136.9802
1050		86.41702	74.91846	369.7029	244.6354	80.57362	234.4745	157.5716	205.7888	248.4281	169.5005	157.4758	83.54802	401.5894	202.4189	211.8412	214.0999	129.1059	164.7421	113.8861	177.1785	147.636	111.7135	242.8364	92.14874	171.0184	151.4978	149.4181	163.6374	54.68554	151.6626	115.2446	51.98112	165.8687	191.9859	213.9975	203.9165	154.3028	177.756	237.9163	154.8102	163.7385	114.2104	279.4478	142.1593	129.686	110.4601	53.27227	97.232	390.0158	519.9598	376.8819	323.4401	255.5806
1051		88.2933	231.7413	154.1436	220.5265	174.2879	188.6152	130.9937	255.837	205.6551	235.0169	146.5066	142.7045	205.9733	167.0537	189.3578	197.6398	116.8834	123.0807	199.5172	141.7591	157.946	173.7055	200.6743	92.553	130.573	149.2119	151.3886	167.7035	79.52169	135.9845	126.812	80.86028	142.8625	152.8864	158.6887	145.2232	137.9823	166.4059	152.7166	176.129	159.9535	152.0992	148.5318	177.4795	122.995	79.34441	71.6939	88.34332	218.1842	277.0525	215.5343	225.526	90.26721
1052		113.0161	249.9662	274.0808	279.2421	337.9233	330.4827	156.0002	226.9895	212.0561	255.5947	260.9043	225.2707	202.3951	309.7719	442.8058	333.1999	92.68801	236.7571	247.5765	140.7902	179.42	171.1318	114.1011	62.98986	156.9956	156.6643	135.5306	183.6936	72.86515	180.5487	166.6994	44.8252	130.7876	108.8536	136.2444	102.7313	141.8981	195.7555	206.8388	150.4367	130.3481	207.8876	64.29173	293.438	274.2946	165.874	115.4299	129.5556	402.4995	393.3039	225.1704	259.515	134.3925
1053		80.45333	208.8934	212.1726	217.4207	70.37747	246.8167	114.8414	240.3709	179.0999	239.8565	158.4455	134.8476	144.3523	244.414	213.887	260.0238	130.4124	120.2814	236.3783	189.8207	122.3984	143.5663	136.6589	102.9093	184.8043	162.6169	165.5139	192.4846	66.77147	163.6967	158.7644	85.57381	144.172	166.8592	175.3953	164.5464	142.5485	193.8007	215.5937	197.6422	184.0482	170.8681	190.8246	135.1463	190.7878	96.20447	88.84744	118.4357	156.3697	315.9181	289.9384	266.6195	80.57867
1054		43.9642	207.4713	167.8689	261.8897	226.383	326.6251	144.0151	287.9945	365.1104	347.4315	213.5773	168.4599	177.1599	195.621	253.3621	257.043	161.6373	130.1012	206.9194	237.2812	163.1022	135.6746	207.3347	111.0405	163.8738	194.3857	265.6182	250.026	95.74549	230.9216	162.2921	94.72414	184.612	197.2058	244.8939	171.6397	169.8211	270.1868	219.7913	284.5583	180.7383	182.64	179.9394	172.8322	221.6246	77.2646	50.85243	143.001	242.5708	307.9954	361.9018	308.2906	101.3411
1055		87.59854	230.9908	298.0322	197.9239	60.50012	227.6327	105.9266	254.1701	246.4544	235.1207	109.3877	122.276	169.8329	206.2929	195.3601	233.6354	153.4964	122.5061	188.1734	210.8819	130.7206	159.9502	168.0989	105.449	164.0841	193.4329	129.7492	226.3511	67.54707	172.1257	185.8678	59.86076	166.5606	161.2598	157.4165	142.7147	148.0348	197.1955	196.7166	199.2797	196.6039	148.696	180.604	147.7572	159.7473	94.57847	124.1899	131.9832	162.3128	295.2988	305.2349	282.6751	108.6842
1056		37.93084	225.0088	143.9117	255.476	188.3718	275.0517	159.0971	363.6876	359.8206	313.9474	193.8793	136.963	218.3978	133.6944	258.8557	233.5757	157.7623	73.25656	107.372	249.0759	158.6957	131.0653	182.3102	71.57648	134.2944	198.7264	310.2231	235.852	82.87691	184.5108	125.9602	81.03848	166.9451	226.1224	200.3293	133.2313	99.52922	296.7746	213.7603	299.0762	192.6996	225.3631	196.4132	190.7891	239.9432	41.16903	60.35741	168.8081	131.154	440.2495	340.2538	250.3092	72.80819
1057		74.37056	181.4163	242.3886	231.6044	219.4358	263.9945	162.6051	220.514	261.4974	242.2023	171.9424	208.8138	142.6172	178.1229	266.6245	242.0865	128.1623	171.4927	141.2761	192.9986	175.3869	149.7956	152.2995	133.1642	145.8328	183.6207	161.2112	157.9313	111.4558	172.7619	149.9024	116.1094	169.4541	160.0294	193.5787	154.707	133.0124	193.1946	187.0392	171.1326	156.6005	157.4838	151.8345	183.4772	170.6233	108.9474	114.1797	123.1231	231.19	242.1885	232.112	232.4221	114.2483
1058		75.7714	202.3136	261.1475	247.4329	33.11224	221.4311	132.2753	326.6428	254.1527	247.3387	124.6594	128.1325	46.76163	161.3271	293.2624	226.0522	70.03175	139.7812	90.55418	181.3107	151.0226	196.4172	230.8963	78.00259	178.4215	138.7654	115.0056	113.5418	119.4018	115.3931	79.40213	60.11861	227.293	140.1355	183.1611	151.6532	168.6985	197.569	143.6273	121.4024	223.7804	179.7688	155.9908	125.8364	81.91608	101.2418	48.54202	123.2792	149.4719	127.0626	360.2704	215.2611	96.31872
1059		80.76154	241.8839	115.6405	156.2979	181.9086	213.244	132.2756	177.0925	188.141	240.3553	156.1662	126.9572	233.7078	157.6198	205.6623	252.1641	102.9869	84.87811	134.574	123.447	97.96278	105.5942	161.7494	91.10089	124.4366	126.6409	147.3248	107.4376	89.83647	123.2753	108.1157	92.20775	125.4533	126.1344	127.8074	140.6077	174.6265	136.6421	187.9177	123.2227	87.19668	148.3431	152.5419	270.504	142.1296	103.255	77.06939	140.3237	221.9615	278.7997	222.236	204.8856	153.2406
1060		74.57304	264.9412	162.7835	198.9368	262.3618	218.8837	118.3053	169.5809	180.4074	210.6813	202.9194	207.5728	167.0857	197.0937	230.0724	292.8158	90.96226	108.8636	128.0741	154.4283	146.8613	136.8418	119.3028	97.45767	123.9499	134.3597	105.6019	110.9757	89.35607	145.1254	101.3809	115.896	133.4756	125.0542	160.828	138.7593	145.7444	153.5773	157.9741	139.7766	121.9259	183.4536	152.211	186.3509	182.0186	96.88299	103.4122	92.55777	243.1191	254.3408	217.0522	250.2612	180.1105
1061		47.06751	227.4697	120.5862	181.5134	175.9552	244.5095	91.97262	211.2125	269.4327	226.9398	182.5384	85.56232	200.7296	154.7307	191.5103	233.3968	92.53728	132.3968	211.4498	61.10941	152.7214	144.8134	126.1007	32.05928	120.9615	104.9645	135.815	148.9976	72.33023	109.2546	86.93173	46.90553	98.60142	79.47559	151.2626	134.2545	88.54509	127.026	131.6615	109.6619	123.2336	114.2057	87.5474	151.1347	70.46346	77.09259	147.4023	117.8402	166.9489	228.9342	241.6371	194.23	72.6811
1062		103.7199	296.2091	242.9362	199.922	294.6817	272.3055	137.1543	192.9618	186.2786	211.086	204.5119	175.4799	187.7141	242.1594	269.9146	271.1722	103.6632	107.8513	133.1706	135.438	113.299	137.3826	106.0115	103.3702	121.4844	118.3328	107.7736	126.1885	79.70418	119.9698	109.509	80.94066	121.3058	110.5216	129.2973	120.0017	159.034	158.4962	144.1487	150.4218	110.9166	234.1808	163.0588	207.9944	215.526	90.83752	90.82309	98.86214	293.3274	319.922	227.559	274.9754	144.8223
1063		80.29185	284.367	232.2975	141.7998	270.5117	211.4461	110.2023	240.5337	188.3909	195.045	164.6371	196.3188	325.1016	213.678	245.9072	242.1308	64.6615	113.5954	71.11208	133.241	158.745	191.905	163.6689	59.18658	95.05833	118.6361	80.71938	110.7137	83.49709	114.5455	108.0138	56.78117	121.0377	107.7713	134.4539	121.9983	151.5263	137.3844	140.9533	105.4916	108.3569	157.9773	153.4885	183.0912	132.7366	87.96773	78.32125	115.252	492.3205	260.9852	277.0728	322.0632	150.9709
1064		85.71233	241.1032	239.7839	207.6089	254.2176	232.5577	127.996	211.4483	186.3765	205.2111	162.7546	155.9781	225.1882	207.0185	246.0541	220.6223	104.5894	132.6026	105.1933	140.5005	105.2503	110.5132	137.6695	94.10358	125.2114	144.0834	127.8945	145.5322	81.94813	136.7393	128.3721	66.55799	146.2602	139.4173	151.8516	142.8353	126.9151	183.4762	175.6701	151.5164	143.8142	169.3656	149.5032	176.7762	148.7824	84.53627	68.50053	106.7345	318.0581	299.868	279.5071	288.0048	143.6768
1065		69.51645	186.8475	146.2156	146.7671	145.0255	189.6882	113.9833	206.3028	155.7352	189.3473	181.0719	184.518	259.8144	215.8904	210.992	214.0914	94.94025	85.90083	116.2368	120.506	101.0578	122.6181	145.8507	105.0536	126.8898	130.3459	132.1494	122.5522	75.85156	123.9236	129.56	85.79101	131.3127	122.693	136.0566	119.892	112.0678	141.0561	156.1881	165.2257	144.3957	149.9232	155.0099	233.6724	120.7405	118.2632	156.1849	108.4007	204.9373	285.7552	228.5553	232.3861	120.3935
1066		102.3786	367.1045	303.2715	205.1639	275.8585	266.0955	152.183	177.4637	211.652	205.424	155.2694	147.8094	154.227	208.5213	313.7348	199.0804	117.2538	99.30837	119.0603	172.5152	104.1396	96.67856	112.6913	100.7032	101.2506	111.6877	111.2957	114.6399	82.69292	115.9521	121.2318	58.31047	137.2756	120.3199	136.4735	108.9467	96.05639	178.2236	155.0271	135.8298	131.3391	146.9668	153.9392	237.6499	157.5259	83.66301	133.7569	136.7867	208.2583	331.2425	255.8006	318.0949	157.6525
1067		119.5011	214.3345	191.6209	222.8965	205.5436	170.4727	119.8854	254.0397	141.502	159.0315	178.213	116.6852	228.2675	213.5087	245.7164	201.7164	59.81951	77.26573	88.14465	116.7208	129.5542	106.5527	141.2704	66.43604	135.0673	79.85703	45.87726	100.6066	61.41269	91.94482	94.00378	84.71151	97.75119	139.4969	128.1773	69.93732	93.00491	148.2908	146.7382	107.0633	129.1556	110.2934	152.3819	154.7625	118.5041	89.47431	81.72172	89.38864	232.2453	348.3149	224.9479	211.263	91.80262
1068		112.4523	279.4724	186.8875	156.1967	328.4609	243.9193	119.9012	165.2056	133.0786	198.518	157.1858	167.17	336.6746	236.6554	270.4746	215.8605	81.71562	74.92264	186.964	106.1039	116.588	128.2101	105.4717	84.06137	89.07327	105.4054	94.36478	75.33844	54.54058	85.08068	97.1966	61.93999	78.23239	94.39491	119.5739	91.43443	98.15268	116.4985	86.73266	98.77641	144.958	154.2053	131.713	171.6345	121.4454	103.5787	110.5423	117.4827	225.2984	203.6767	231.4975	252.2513	200.1624
1069		81.79771	233.335	275.1919	196.6051	229.4801	254.7396	162.1726	172.1026	257.7949	201.7902	163.0535	141.2975	152.0844	220.6115	204.2513	221.2185	127.5433	127.1015	233.5265	146.3534	170.1487	214.701	244.5536	107.793	138.2594	186.7118	147.3874	148.8132	136.7559	155.1455	144.2394	89.1218	166.728	171.823	181.5518	173.4639	139.3631	173.3854	177.9028	151.3871	120.5514	186.63	187.7029	180.8175	137.6441	131.93	49.55945	142.1888	255.4927	247.4254	297.5709	287.9621	131.9588
1070		70.9321	176.9059	214.4779	306.5699	146.9559	249.8391	219.5591	237.987	295.167	241.8364	205.4129	158.5342	162.8168	148.6394	147.1875	282.2894	135.0153	155.4686	313.6219	168.2637	158.0861	216.2114	197.3266	116.4944	203.2548	180.5096	195.4287	177.8015	154.1641	199.6222	159.4114	94.5751	189.1946	191.4916	212.7302	198.3055	145.6538	238.1378	237.5631	160.1961	198.2008	116.4888	290.6109	178.6598	194.1239	47.41466	55.94243	176.8195	238.1169	125.007	274.8279	298.4373	95.86595
1071		90.34705	285.6115	137.8267	128.0939	108.35	126.2556	113.8858	207.7234	286.0378	200.8722	227.6553	86.08009	193.7728	186.569	243.4357	242.8845	90.05648	123.2576	210.3331	58.88184	136.1645	116.5336	95.53359	41.59893	104.2437	138.5033	93.24565	76.10809	133.1279	144.0766	108.9071	71.58036	97.28837	59.01255	166.5775	147.1228	168.7061	197.1655	154.3517	109.2125	78.4212	136.5023	127.2032	126.4335	79.22008	117.7175	78.39311	104.9629	193.6974	268.2849	285.9713	139.4132	86.24902
1072		114.1685	224.9295	163.936	222.347	165.1408	229.4624	137.1076	181.6538	179.0492	186.8748	151.2872	127.926	246.103	161.293	200.9609	218.0684	98.55052	94.97041	137.9064	127.2038	128.4436	141.4868	154.9419	74.2415	147.1982	148.4217	109.9891	125.8585	102.9038	131.6815	116.6848	97.28365	124.0275	136.3649	165.1722	134.3609	107.1018	156.2014	174.7041	128.8733	138.7866	145.596	132.8678	176.7325	110.6364	95.71702	55.28789	96.26559	230.7736	309.7668	239.9222	195.4382	92.35054
1073		92.77689	235.3649	178.9937	251.5673	160.2336	284.8077	118.6667	292.3692	299.2511	284.0443	195.1485	124.6943	189.4447	168.2373	167.5306	273.1054	82.66766	123.2038	122.3737	161.7309	156.5188	147.2519	209.4992	63.53937	140.6906	124.255	185.7455	166.2748	145.755	168.7927	105.1922	63.75191	141.4366	167.4001	182.9802	139.3041	73.90308	165.6241	165.7617	150.9921	153.4435	143.9057	131.3088	165.9844	112.0732	114.3353	47.72793	44.75827	224.999	181.0583	206.8734	252.4172	105.364
1074		73.42386	233.7948	195.6481	294.5229	197.6631	157.0192	136.1858	262.6067	167.7849	255.5024	237.8727	126.9753	210.6935	117.5701	101.5146	122.189	194.4536	155.5748	227.68	192.2737	69.13051	103.8136	145.6748	140.5687	193.9099	225.8697	202.909	193.6757	163.012	292.7132	149.0555	159.0046	165.7342	267.4194	328.4565	193.0479	124.0823	297.0263	311.4321	197.8301	222.786	138.7068	210.362	232.7114	123.4904	79.46701	36.16138	85.41465	221.764	261.8022	215.4552	294.1055	82.13022
1075		69.78251	223.5149	210.6727	269.8224	173.8394	259.3347	64.8322	313.057	246.4332	272.0363	227.1504	131.0932	227.5243	190.9815	236.6203	256.0924	125.8644	127.8954	158.3681	142.124	125.377	152.5576	284.7179	81.90694	105.1171	162.7577	166.0175	163.3033	143.948	144.5545	181.1061	71.58217	164.707	165.8686	209.2709	161.1494	163.0477	195.3292	179.6891	208.592	139.8813	161.4094	132.8315	182.851	177.0945	103.2588	77.24424	52.81465	176.5888	299.3867	253.3334	279.535	83.15739
1076		107.2878	225.1288	182.1729	253.4655	181.6503	267.8661	90.66528	328.6122	273.9723	254.5372	206.1617	143.3824	225.1454	177.6982	293.5518	341.7267	103.1596	122.1641	232.3292	147.5753	118.8001	142.3864	183.0018	58.53946	112.7041	151.0099	185.4486	167.1979	137.957	155.9333	133.1653	59.83881	141.426	150.5215	166.079	156.3527	109.5145	196.3517	166.696	197.3542	153.1252	162.6856	154.6053	157.9918	170.8923	72.04144	49.88042	73.08392	258.2415	222.0535	245.1009	282.1188	60.58227
1077		85.60629	194.0585	196.9217	238.1844	179.0601	286.0795	106.4851	160.323	267.9006	271.3388	179.2919	114.4837	196.6775	150.7498	177.1695	241.6066	98.09496	104.3924	120.45	126.644	168.1378	193.9376	156.5441	75.13169	104.8015	132.3091	115.2046	124.9089	113.5467	105.6822	114.5639	64.10201	119.9477	92.58595	146.9728	130.8107	123.7456	122.6861	163.8816	133.0352	129.5233	112.3222	147.5398	175.9336	91.40954	70.9185	85.35755	97.61015	232.3428	274.0489	239.6334	264.4867	102.7538
1078		64.29111	231.6644	213.5788	250.8131	204.8162	205.0999	122.3232	263.1167	238.7992	246.2782	166.8924	139.758	210.1941	198.8409	191.6565	219.8015	75.29209	102.4275	84.71734	98.08327	177.3976	138.592	202.3558	67.20875	100.3823	106.6502	127.6264	122.5479	87.12657	114.9506	112.9222	72.24891	77.36755	105.2752	138.8648	109.1432	92.13667	130.3007	142.0436	123.9575	105.6588	138.5329	127.8755	182.1747	123.7149	83.37314	66.14539	72.93988	244.6798	229.3687	188.991	257.0749	120.1146
1079		100.4389	247.7574	157.8889	224.5537	211.0052	301.3034	75.74062	199.061	339.75	334.5448	158.7073	137.8789	219.145	188.5862	188.7795	246.1411	126.5542	161.751	103.8596	120.283	200.1208	187.8936	253.356	116.2313	108.5147	154.8415	134.9765	156.5674	128.9865	101.9444	164.0241	106.3548	148.321	144.2301	166.0435	166.6333	108.2462	199.1944	207.7723	179.4816	139.1208	168.8718	134.6725	165.2898	121.4896	115.9939	50.69703	47.98309	206.5242	228.7756	319.8894	193.0352	104.2285
1080		69.07409	182.5412	287.5978	203.4955	151.4387	224.4744	173.8824	101.8488	267.2514	163.0662	161.6418	124.0075	182.0331	214.2419	174.7186	156.1624	109.8483	115.9926	189.5643	122.2614	141.7831	137.9188	154.6542	88.10243	108.2475	138.4875	80.64513	128.454	95.92677	117.8152	118.7964	101.839	111.1459	117.4569	117.5088	136.9796	130.3997	146.9197	174.134	126.9326	106.5156	167.0077	138.5545	153.9294	118.0813	160.1434	57.03493	109.2841	233.4097	255.7384	180.5547	236.8864	122.0585
1081		67.27104	201.8142	144.3369	300.3661	207.4941	314.9853	146.4757	287.1782	317.7419	307.6666	222.2287	135.4358	166.9604	193.5568	231.0814	323.8601	166.3964	203.408	223.6916	222.6503	271.782	222.8241	293.552	113.1744	203.1798	197.503	238.6227	215.5779	122.5761	192.1612	184.673	108.3804	191.8418	214.5727	249.1118	171.0746	161.5731	245.2576	246.2367	251.2291	213.7281	171.2274	185.5017	171.7615	214.8744	96.75135	38.93073	118.2642	232.0137	274.9329	325.1183	271.9701	92.87119
1082		42.54192	299.291	209.5952	226.2919	200.4837	349.489	149.3634	208.8287	309.6524	281.1013	253.9006	168.0154	186.7234	217.9899	306.4376	307.3993	194.8516	232.3697	216.6095	243.6963	192.9581	113.3837	286.2243	149.1668	217.2166	216.7867	231.0697	240.4759	139.5637	238.8611	245.1215	127.8867	219.2429	226.441	278.6891	189.5016	205.3557	266.302	264.3719	207.8093	214.3845	197.1819	210.8713	165.7971	245.8612	149.0148	44.27139	128.0301	293.1293	305.0041	340.6356	382.4706	79.94247
1083		58.05455	168.3497	135.6456	140.7319	171.5812	202.8856	83.28654	129.5969	300.0539	222.841	132.735	88.59387	174.5757	195.2909	177.5673	210.9427	120.0827	115.4612	205.7307	102.7983	189.3945	191.2282	106.1684	84.51105	119.4681	139.9617	101.6017	152.2668	96.58517	111.3143	116.468	73.20193	108.3665	145.8393	124.2326	97.21987	174.522	154.6051	143.9792	120.736	92.22471	101.3087	114.5193	115.8456	110.9464	96.06123	99.30004	71.80906	184.8533	193.47	196.6174	186.0598	87.41843
1084		62.89786	226.1436	256.8781	169.9959	198.3199	192.5015	130.4906	123.4111	289.2628	144.3528	123.292	136.9724	138.5592	206.7023	163.9086	129.2532	41.32338	79.86671	217.9722	91.27706	70.13803	53.50592	55.4674	56.76562	82.64305	114.6497	98.52137	52.67085	73.38671	64.11209	40.01888	79.21761	111.281	66.58819	88.41922	78.562	94.5454	109.2511	163.964	74.56535	97.85684	179.7429	109.1332	104.2116	118.638	177.6879	75.36643	75.80482	243.1934	348.9288	125.1343	183.3051	193.5073
1085		81.22632	221.9739	233.3161	208.3757	215.5628	239.0062	154.4852	171.4536	248.7144	197.7453	193.1429	153.318	182.7593	225.7069	194.7152	191.8145	105.3342	119.5531	195.0098	161.617	180.0312	177.1317	193.7696	79.49272	115.9902	147.356	120.4323	139.5877	118.1221	149.4855	131.4125	84.70293	143.9314	127.7496	155.3987	158.3791	121.1684	166.8131	158.5067	143.4816	134.2827	159.7784	158.8739	161.347	131.9699	116.8899	63.08332	125.4071	199.8736	296.1854	241.7215	285.8921	106.0263
1086		83.45653	163.4694	276.1096	268.5094	215.7815	232.9425	88.57392	103.5287	311.447	185.7747	108.9606	119.2454	145.204	193.5874	215.7156	128.1642	59.38041	81.17958	151.4239	99.67767	72.45892	107.2476	98.88133	32.13314	141.6975	126.1584	180.5471	80.86133	71.46518	109.2687	97.86921	85.95502	102.9336	82.69305	95.53833	104.3468	109.4255	136.1685	188.9822	73.8836	102.8998	107.9701	122.13	175.6456	78.42689	177.2026	58.17953	66.49906	166.5378	294.1437	174.1434	143.9292	232.4842
1087		97.15192	428.9346	247.2801	182.8454	201.8796	328.0601	176.9299	171.8055	277.7272	208.7948	226.397	194.9982	185.8953	228.1317	264.7301	188.7043	152.194	76.86404	179.0258	194.4516	225.5904	292.5036	197.1824	130.1764	152.3571	148.6539	137.8079	176.8588	210.0357	215.6081	143.735	90.62272	124.0318	141.6708	228.7497	136.3273	200.789	129.9043	144.4755	120.9453	146.991	207.2022	208.1221	128.191	174.4976	75.91139	56.96347	125.8641	246.1898	356.8724	275.1243	316.3759	86.08345
